id,uploadSum,0to1,1to2,2to3,3to4,4to5,5to6,6to7,7to8,8to9,9to10,10to11,11to12,12to13,13to14,14to15,15to16,16to17,17to18,18to19,19to20,20to21,21to22,22to23,23to24,0to1rate,1to2rate,2to3rate,3to4rate,4to5rate,5to6rate,6to7rate,7to8rate,8to9rate,9to10rate,10to11rate,11to12rate,12to13rate,13to14rate,14to15rate,15to16rate,16to17rate,17to18rate,18to19rate,19to20rate,20to21rate,21to22rate,22to23rate,23to24rate,dayRate,afternoonRate,nightRate,deepRate,timeType,caseNumFinish,avgUploadNum,avgScore,avgScoreIgnoreUndo,avgTimeSpan,uploadSumOfType0,avgUploadNumOfType0,avgUploadNumIgnoreUndoOfType0,avgScoreOfType0,avgScoreIgnoreUndoOfType0,uploadSumOfType1,avgUploadNumOfType1,avgUploadNumIgnoreUndoOfType1,avgScoreOfType1,avgScoreIgnoreUndoOfType1,uploadSumOfType2,avgUploadNumOfType2,avgUploadNumIgnoreUndoOfType2,avgScoreOfType2,avgScoreIgnoreUndoOfType2,uploadSumOfType3,avgUploadNumOfType3,avgUploadNumIgnoreUndoOfType3,avgScoreOfType3,avgScoreIgnoreUndoOfType3,uploadSumOfType4,avgUploadNumOfType4,avgUploadNumIgnoreUndoOfType4,avgScoreOfType4,avgScoreIgnoreUndoOfType4,uploadSumOfType5,avgUploadNumOfType5,avgUploadNumIgnoreUndoOfType5,avgScoreOfType5,avgScoreIgnoreUndoOfType5,uploadSumOfType6,avgUploadNumOfType6,avgUploadNumIgnoreUndoOfType6,avgScoreOfType6,avgScoreIgnoreUndoOfType6,uploadSumOfType7,avgUploadNumOfType7,avgUploadNumIgnoreUndoOfType7,avgScoreOfType7,avgScoreIgnoreUndoOfType7,finishRateOfType0,finishRateOfType1,finishRateOfType2,finishRateOfType3,finishRateOfType4,finishRateOfType5,finishRateOfType6,finishRateOfType7,userAbility,userAbilityOfType0,userAbilityOfType1,userAbilityOfType2,userAbilityOfType3,userAbilityOfType4,userAbilityOfType5,userAbilityOfType6,userAbilityOfType7
83,730,48,18,2,0,0,0,0,0,0,0,27,65,22,11,9,34,54,32,79,93,62,16,91,67,0.06575342465753424,0.024657534246575345,0.0027397260273972607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03698630136986301,0.08904109589041095,0.030136986301369864,0.015068493150684932,0.012328767123287673,0.046575342465753435,0.07397260273972603,0.04383561643835617,0.10821917808219178,0.1273972602739726,0.08493150684931508,0.021917808219178082,0.12465753424657534,0.09178082191780823,0.12602739726027395,0.2219178082191781,0.5589041095890411,0.09315068493150684,2,199,3.6683417085427137,100.0,100.0,884.0226968174202,96,4.0,4.0,100.0,100.0,112,3.733333333333333,3.733333333333333,100.0,100.0,70,4.666666666666667,4.666666666666667,100.0,100.0,192,5.485714285714287,5.485714285714287,100.0,100.0,69,1.9714285714285715,1.9714285714285715,100.0,100.0,65,3.611111111111111,3.611111111111111,100.0,100.0,81,2.7931034482758617,2.7931034482758617,100.0,100.0,226,4.52,4.52,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,86.04112675476752,82.49521743635493,82.65869217177855,94.38012146099034,91.77747952770618,80.83709262611892,90.65281202336563,82.12812300167268,83.39947579015286
84,957,4,0,0,0,0,0,0,0,0,2,3,20,19,23,17,40,74,83,65,0,18,143,199,247,0.004179728317659353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020898641588296767,0.003134796238244514,0.02089864158829676,0.019853709508881923,0.024033437826541274,0.017763845350052248,0.04179728317659352,0.07732497387669801,0.08672936259143156,0.06792058516196448,0.0,0.01880877742946709,0.14942528735632185,0.2079414838035528,0.258098223615465,0.026123301985370957,0.2675026123301985,0.7021943573667712,0.004179728317659353,2,197,4.8578680203045685,97.177,98.65685279187818,5701.0083756345175,87,6.2142857142857135,6.2142857142857135,96.42857142857143,96.42857142857143,99,4.304347826086956,4.304347826086956,96.08695652173913,96.08695652173913,76,5.066666666666666,5.846153846153847,72.36,83.4923076923077,130,4.193548387096774,4.193548387096774,98.38709677419355,98.38709677419355,167,4.771428571428571,4.771428571428571,100.0,100.0,72,3.6,3.6,100.0,100.0,114,3.8,3.931034482758621,96.66666666666669,100.0,314,5.9245283018867925,5.9245283018867925,100.0,100.0,1.0,1.0,0.8666666666666667,1.0,1.0,1.0,0.9666666666666668,1.0,85.74364819379574,82.82019402833357,84.61889861478399,77.59309811370609,91.53935815027786,84.99007890645674,94.06842279896709,83.08972039980463,87.2294145380359
85,696,0,0,0,0,0,0,0,0,9,148,94,73,46,126,19,12,95,55,11,8,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01293103448275862,0.21264367816091956,0.13505747126436782,0.10488505747126436,0.06609195402298851,0.1810344827586207,0.027298850574712645,0.017241379310344827,0.13649425287356326,0.07902298850574713,0.015804597701149427,0.011494252873563218,0.0,0.0,0.0,0.0,0.4655172413793103,0.507183908045977,0.027298850574712645,0.0,1,198,3.515151515151515,97.13335,98.11449494949494,1112.258080808081,90,5.625,5.625,100.0,100.0,100,4.545454545454546,4.545454545454546,95.30318181818184,95.30318181818184,162,7.7142857142857135,8.1,79.3652380952381,83.3335,177,5.9,6.103448275862068,92.83333333333331,96.03448275862068,44,1.2571428571428571,1.2571428571428571,100.0,100.0,127,6.684210526315789,6.684210526315789,100.0,100.0,48,1.4545454545454546,1.4545454545454546,100.0,100.0,100,2.083333333333333,2.127659574468085,97.91666666666669,100.0,1.0,1.0,0.9523809523809524,0.9666666666666668,1.0,1.0,1.0,0.9791666666666666,85.88216330718082,85.01853834442613,83.88869117727633,89.50355810641241,90.24066005146842,79.47391474223245,97.13050362649217,82.00934285641185,79.79209755272679
86,208,0,0,0,0,0,0,0,0,0,3,8,11,20,14,13,17,23,28,17,15,22,14,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014423076923076926,0.038461538461538464,0.05288461538461538,0.09615384615384616,0.0673076923076923,0.0625,0.08173076923076923,0.11057692307692307,0.1346153846153846,0.08173076923076923,0.07211538461538461,0.10576923076923077,0.0673076923076923,0.014423076923076926,0.0,0.10576923076923077,0.5528846153846154,0.34134615384615385,0.0,1,200,1.04,100.0,100.0,37.39891666666667,15,1.0714285714285714,1.0714285714285714,100.0,100.0,22,1.0,1.0,100.0,100.0,15,1.0714285714285714,1.0714285714285714,100.0,100.0,30,1.0,1.0,100.0,100.0,34,1.0303030303030305,1.0303030303030305,100.0,100.0,18,1.0,1.0,100.0,100.0,32,1.0666666666666669,1.0666666666666669,100.0,100.0,58,1.0740740740740742,1.0740740740740742,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.95325613210024,84.74408046037888,85.88858958115078,99.55702731245376,92.4865666643209,85.54940202258615,92.1515128031624,86.70577003044932,84.54310018229963
87,696,0,0,0,0,0,0,0,0,10,55,33,41,36,15,22,21,23,69,83,59,61,43,51,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014367816091954025,0.07902298850574713,0.047413793103448267,0.058908045977011485,0.05172413793103448,0.02155172413793104,0.03160919540229885,0.03017241379310345,0.03304597701149425,0.09913793103448276,0.11925287356321837,0.08477011494252873,0.08764367816091954,0.0617816091954023,0.07327586206896551,0.10632183908045977,0.1997126436781609,0.2672413793103449,0.5330459770114943,0.0,2,200,3.48,99.55,99.55,1114.9990000000003,45,3.2142857142857144,3.2142857142857144,100.0,100.0,79,3.5909090909090913,3.5909090909090913,100.0,100.0,124,8.857142857142858,8.857142857142858,100.0,100.0,126,4.2,4.2,97.0,97.0,75,2.272727272727273,2.272727272727273,100.0,100.0,90,5.0,5.0,100.0,100.0,74,2.466666666666667,2.466666666666667,100.0,100.0,134,2.4814814814814814,2.4814814814814814,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.78288915441892,84.74408046037888,85.88858958115078,99.55702731245376,91.12363084287033,85.54940202258615,92.1515128031624,86.70577003044932,84.54310018229963
88,446,0,0,0,0,0,0,0,0,10,1,19,49,17,6,1,4,13,82,87,18,42,85,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022421524663677132,0.002242152466367713,0.04260089686098655,0.10986547085201794,0.03811659192825112,0.01345291479820628,0.002242152466367713,0.008968609865470852,0.02914798206278027,0.18385650224215247,0.19506726457399104,0.04035874439461883,0.09417040358744394,0.1905829596412556,0.02690582959641256,0.0,0.17713004484304934,0.2757847533632287,0.5470852017937219,0.0,2,179,2.4916201117318435,86.575,96.731843575419,90.15670391061455,36,2.571428571428572,2.571428571428572,100.0,100.0,22,0.9565217391304348,2.2,43.47826086956522,100.0,41,2.7333333333333334,3.1538461538461537,81.25933333333333,93.76076923076923,122,3.9354838709677415,4.206896551724138,92.25806451612905,98.6206896551724,50,1.4285714285714286,1.5625,86.0317142857143,94.0971875,55,2.75,2.75,91.25,91.25,39,1.3,1.3448275862068966,96.66666666666669,100.0,116,2.188679245283019,2.4166666666666665,88.67924528301887,97.91666666666669,1.0,0.43478260869565216,0.8666666666666667,0.935483870967742,0.9142857142857144,1.0,0.9666666666666668,0.9056603773584906,77.10795413381067,84.45076708321007,37.28859657273461,81.71078332196414,86.11670632619467,74.86895175696594,91.86915674062593,83.0017676278761,77.55690364091375
89,931,63,52,0,0,0,0,0,0,4,5,42,86,35,0,13,6,14,15,15,127,69,178,94,113,0.06766917293233082,0.055853920515574654,0.0,0.0,0.0,0.0,0.0,0.0,0.004296455424274973,0.005370569280343717,0.045112781954887216,0.09237379162191192,0.03759398496240601,0.0,0.013963480128893663,0.00644468313641246,0.015037593984962403,0.01611170784103115,0.01611170784103115,0.1364124597207304,0.07411385606874328,0.19119226638023631,0.10096670247046187,0.121374865735768,0.14715359828141786,0.08915145005370569,0.6401718582169711,0.12352309344790548,2,185,5.032432432432431,90.45,97.7837837837838,326.88126126126133,35,2.5,2.9166666666666665,85.71428571428571,100.0,49,2.130434782608696,2.45,82.6086956521739,95.0,88,5.866666666666666,6.2857142857142865,80.0,85.71428571428571,202,6.516129032258066,6.965517241379311,90.32258064516131,96.55172413793105,147,4.2,4.454545454545454,94.28571428571428,100.0,134,6.7,7.4444444444444455,90.0,100.0,93,3.1,3.72,80.0,96.0,226,4.264150943396227,4.346153846153847,97.92452830188678,99.80769230769229,0.8571428571428571,0.8695652173913043,0.9333333333333332,0.935483870967742,0.9428571428571428,0.9,0.8333333333333334,0.981132075471698,78.98354549749592,70.14949316745702,72.09230735519678,85.0011493319448,83.95482140954056,80.25694775060407,84.72931634195685,70.02229826781817,85.66203035544919
90,177,4,5,4,0,0,0,0,0,1,1,4,9,27,12,4,14,15,14,15,7,6,11,16,8,0.02259887005649717,0.02824858757062147,0.02259887005649717,0.0,0.0,0.0,0.0,0.0,0.005649717514124294,0.005649717514124294,0.02259887005649717,0.05084745762711865,0.15254237288135594,0.06779661016949153,0.02259887005649717,0.07909604519774012,0.0847457627118644,0.07909604519774012,0.0847457627118644,0.03954802259887006,0.03389830508474576,0.062146892655367235,0.0903954802259887,0.04519774011299435,0.0847457627118644,0.4858757062146893,0.35593220338983056,0.07344632768361582,1,160,1.10625,80.10050251256281,99.625,210.59875,25,1.0416666666666667,1.1363636363636365,91.66666666666669,100.0,32,1.0666666666666669,1.1428571428571428,93.33333333333331,100.0,4,0.26666666666666666,1.3333333333333333,20.0,100.0,14,0.4,1.2727272727272727,31.42857142857143,100.0,35,1.0,1.0,100.0,100.0,15,0.8333333333333334,1.25,65.55555555555556,98.33333333333331,31,1.0689655172413792,1.0689655172413792,100.0,100.0,53,1.06,1.127659574468085,93.2,99.14893617021276,0.9166666666666666,0.9333333333333332,0.2,0.3142857142857143,1.0,0.6666666666666666,1.0,0.94,61.44143027748165,74.14293384715424,74.93200983734774,17.06299047115389,27.881681090931533,80.83709262611892,56.98081554247037,82.12812300167268,77.56579580300388
91,213,2,0,0,0,0,0,0,0,0,0,0,0,0,8,11,12,17,12,6,12,29,70,28,6,0.009389671361502348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03755868544600939,0.051643192488262914,0.056338028169014086,0.07981220657276995,0.056338028169014086,0.028169014084507043,0.056338028169014086,0.13615023474178406,0.3286384976525822,0.13145539906103287,0.028169014084507043,0.0,0.28169014084507044,0.7089201877934272,0.009389671361502348,2,196,1.086734693877551,96.375,98.34183673469387,182.65068027210884,14,1.0,1.0,100.0,100.0,23,1.0,1.0,100.0,100.0,18,1.2,1.2,100.0,100.0,36,1.1612903225806452,1.2,92.74193548387095,95.83333333333331,35,1.0,1.0,100.0,100.0,19,0.95,1.0555555555555556,90.0,100.0,30,1.0,1.0344827586206895,95.0,98.27586206896551,59,1.1132075471698113,1.1132075471698113,97.16981132075472,97.16981132075472,1.0,1.0,1.0,0.967741935483871,1.0,0.9,0.9666666666666668,1.0,86.71587984973338,84.45076708321007,86.1821101248865,96.52594505843837,87.98830981535312,84.99007890645674,84.60505592437232,82.60012006802826,86.38465181712185
92,1030,0,0,0,0,0,0,0,0,0,1,61,67,173,101,28,32,57,96,119,38,17,36,139,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000970873786407767,0.05922330097087378,0.06504854368932039,0.1679611650485437,0.09805825242718448,0.027184466019417475,0.031067961165048542,0.05533980582524272,0.09320388349514563,0.11553398058252427,0.036893203883495145,0.01650485436893204,0.03495145631067961,0.13495145631067962,0.06310679611650485,0.12524271844660195,0.4728155339805826,0.4019417475728155,0.0,1,200,5.15,100.0,100.0,445.9061666666671,75,5.357142857142857,5.357142857142857,100.0,100.0,126,5.727272727272728,5.727272727272728,100.0,100.0,84,6.0,6.0,100.0,100.0,167,5.566666666666666,5.566666666666666,100.0,100.0,178,5.393939393939394,5.393939393939394,100.0,100.0,122,6.777777777777778,6.777777777777778,100.0,100.0,176,5.866666666666666,5.866666666666666,100.0,100.0,198,3.6666666666666665,3.6666666666666665,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.95325613210024,84.74408046037888,85.88858958115078,99.55702731245376,92.4865666643209,85.54940202258615,92.1515128031624,86.70577003044932,84.54310018229963
93,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,15,17,8,4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.17857142857142858,0.26785714285714285,0.3035714285714285,0.14285714285714285,0.07142857142857142,0.0,0.0,0.0,0.0,0.4821428571428572,0.5178571428571428,0.0,2,55,1.018181818181818,27.5,100.0,0.01212121212121212,0,0.0,-0.0,0.0,-0.0,20,0.8695652173913043,1.0,86.95652173913044,100.0,3,0.2,1.0,20.0,100.0,1,0.03225806451612903,1.0,3.2258064516129035,100.0,36,1.0285714285714285,1.0285714285714285,100.0,100.0,0,0.0,-0.0,0.0,-0.0,0,0.0,-0.0,0.0,-0.0,5,0.09433962264150944,1.0,9.433962264150944,100.0,0.0,0.8695652173913043,0.2,0.03225806451612903,1.0,0.0,0.0,0.09433962264150944,23.33422861973294,0.0,73.65873719577341,17.75161581819195,2.683447425453245,84.99007890645674,0.0,0.0,7.589949611988181
94,40,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,8,3,2,3,1,3,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.175,0.2,0.075,0.05,0.075,0.025,0.075,0.0,0.425,0.5,0.075,2,32,1.25,15.57788944723618,96.875,1.99375,13,0.5416666666666666,1.0833333333333333,50.0,100.0,8,0.26666666666666666,1.3333333333333333,20.0,100.0,1,0.06666666666666668,1.0,6.666666666666668,100.0,1,0.028571428571428567,1.0,2.8571428571428568,100.0,1,0.028571428571428567,1.0,2.8571428571428568,100.0,4,0.2222222222222222,2.0,5.5555555555555545,50.0,2,0.06896551724137931,2.0,3.4482758620689653,100.0,33,0.66,1.2692307692307692,50.0,96.15384615384615,0.5,0.2,0.06666666666666668,0.028571428571428567,0.028571428571428567,0.1111111111111111,0.03448275862068965,0.52,14.979462741435189,40.11767579129777,15.66661304823427,5.655009368853838,2.213461125506517,2.154286667667492,9.426860757040703,2.635959637713677,41.96583553516725
95,228,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,12,18,24,8,17,59,61,25,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0043859649122807015,0.008771929824561403,0.0,0.0,0.05263157894736842,0.07894736842105263,0.10526315789473684,0.03508771929824561,0.07456140350877193,0.25877192982456143,0.2675438596491228,0.10964912280701754,0.0043859649122807015,0.0043859649122807015,0.2456140350877193,0.7500000000000001,0.0,2,200,1.14,100.0,100.0,700.063,21,1.3125,1.3125,100.0,100.0,27,1.2272727272727273,1.2272727272727273,100.0,100.0,29,1.380952380952381,1.380952380952381,100.0,100.0,33,1.1,1.1,100.0,100.0,38,1.0857142857142856,1.0857142857142856,100.0,100.0,20,1.0526315789473684,1.0526315789473684,100.0,100.0,35,1.0606060606060606,1.0606060606060606,100.0,100.0,57,1.1875,1.1875,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.22006031281512,85.01853834442613,85.78988395121581,100.0,94.6547999213338,79.47391474223245,97.13050362649217,82.00934285641185,81.68349906040876
96,1242,0,0,0,0,0,0,0,0,32,82,95,170,47,18,64,88,165,109,44,32,118,73,82,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025764895330112718,0.06602254428341385,0.07648953301127215,0.13687600644122386,0.03784219001610306,0.014492753623188406,0.051529790660225436,0.07085346215780998,0.13285024154589373,0.08776167471819646,0.03542673107890499,0.025764895330112718,0.09500805152979068,0.058776167471819636,0.06602254428341385,0.018518518518518517,0.30515297906602257,0.3953301127214171,0.2995169082125604,0.0,1,200,6.21,100.0,100.0,2094.6410833333343,55,3.928571428571429,3.928571428571429,100.0,100.0,97,4.409090909090909,4.409090909090909,100.0,100.0,224,16.0,16.0,100.0,100.0,199,6.633333333333334,6.633333333333334,100.0,100.0,110,3.333333333333333,3.333333333333333,100.0,100.0,108,6.0,6.0,100.0,100.0,198,6.6,6.6,100.0,100.0,310,5.7407407407407405,5.7407407407407405,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.95325613210024,84.74408046037888,85.88858958115078,99.55702731245376,92.4865666643209,85.54940202258615,92.1515128031624,86.70577003044932,84.54310018229963
97,206,1,0,0,0,0,0,0,0,0,3,10,21,29,22,12,15,18,14,23,17,9,6,3,3,0.0048543689320388345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014563106796116504,0.04854368932038835,0.10194174757281553,0.1407766990291262,0.10679611650485436,0.05825242718446603,0.07281553398058252,0.08737864077669902,0.06796116504854369,0.1116504854368932,0.0825242718446602,0.043689320388349516,0.029126213592233014,0.014563106796116504,0.014563106796116504,0.16504854368932034,0.5339805825242718,0.29611650485436897,0.0048543689320388345,1,200,1.03,100.0,100.0,0.006750000000000001,16,1.0,1.0,100.0,100.0,22,1.0,1.0,100.0,100.0,21,1.0,1.0,100.0,100.0,32,1.0666666666666669,1.0666666666666669,100.0,100.0,37,1.0571428571428572,1.0571428571428572,100.0,100.0,20,1.0526315789473684,1.0526315789473684,100.0,100.0,34,1.0303030303030305,1.0303030303030305,100.0,100.0,49,1.0208333333333333,1.0208333333333333,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.22006031281512,85.01853834442613,85.78988395121581,100.0,94.6547999213338,79.47391474223245,97.13050362649217,82.00934285641185,81.68349906040876
98,262,5,0,0,0,0,0,0,0,0,9,20,24,11,6,4,13,16,25,15,24,31,26,29,4,0.019083969465648856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03435114503816794,0.07633587786259542,0.0916030534351145,0.04198473282442748,0.022900763358778626,0.015267175572519085,0.049618320610687015,0.06106870229007633,0.09541984732824428,0.05725190839694656,0.0916030534351145,0.1183206106870229,0.09923664122137403,0.11068702290076336,0.015267175572519085,0.20229007633587787,0.2862595419847328,0.4923664122137405,0.019083969465648856,2,200,1.31,100.0,100.0,235.88399999999996,21,1.3125,1.3125,100.0,100.0,26,1.181818181818182,1.181818181818182,100.0,100.0,37,1.761904761904762,1.761904761904762,100.0,100.0,39,1.3,1.3,100.0,100.0,39,1.1142857142857143,1.1142857142857143,100.0,100.0,32,1.6842105263157894,1.6842105263157894,100.0,100.0,42,1.2727272727272727,1.2727272727272727,100.0,100.0,63,1.3125,1.3125,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.22006031281512,85.01853834442613,85.78988395121581,100.0,94.6547999213338,79.47391474223245,97.13050362649217,82.00934285641185,81.68349906040876
99,2091,122,11,0,0,0,0,0,0,0,22,143,105,34,48,132,136,227,110,63,67,198,168,245,260,0.05834528933524629,0.005260640841702535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010521281683405069,0.06838833094213295,0.05021520803443329,0.016260162601626018,0.022955523672883792,0.06312769010043041,0.06504065040650407,0.10856049736967957,0.05260640841702535,0.030129124820659967,0.03204208512673362,0.09469153515064564,0.08034433285509325,0.11716881874701099,0.12434241989478717,0.12912482065997133,0.3285509325681492,0.4787183165949306,0.06360593017694882,2,200,10.455,100.0,100.0,1483.2976666666666,128,9.142857142857142,9.142857142857142,100.0,100.0,318,14.454545454545455,14.454545454545455,100.0,100.0,528,37.714285714285715,37.714285714285715,100.0,100.0,263,8.766666666666667,8.766666666666667,100.0,100.0,327,9.909090909090908,9.909090909090908,100.0,100.0,218,12.111111111111109,12.111111111111109,100.0,100.0,279,9.3,9.3,100.0,100.0,145,2.685185185185185,2.685185185185185,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,88.95325613210024,84.74408046037888,85.88858958115078,99.55702731245376,92.4865666643209,85.54940202258615,92.1515128031624,86.70577003044932,84.54310018229963
100,218,19,3,1,0,0,0,0,0,0,0,0,1,2,0,0,6,8,23,14,3,20,45,32,41,0.0871559633027523,0.013761467889908258,0.004587155963302753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004587155963302753,0.009174311926605505,0.0,0.0,0.027522935779816515,0.03669724770642202,0.10550458715596332,0.06422018348623854,0.013761467889908258,0.09174311926605504,0.20642201834862384,0.14678899082568808,0.18807339449541285,0.004587155963302753,0.17889908256880735,0.7110091743119266,0.10550458715596332,2,200,1.09,100.0,100.0,7.152666666666665,13,1.0833333333333333,1.0833333333333333,100.0,100.0,35,1.1666666666666667,1.1666666666666667,100.0,100.0,15,1.0714285714285714,1.0714285714285714,100.0,100.0,32,1.1034482758620692,1.1034482758620692,100.0,100.0,38,1.0857142857142856,1.0857142857142856,100.0,100.0,20,1.1111111111111112,1.1111111111111112,100.0,100.0,33,1.03125,1.03125,100.0,100.0,57,1.0754716981132075,1.0754716981132075,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85.04441463837065,82.29140373778381,84.06141512696037,90.12470438754734,88.71363112913455,81.77525876015213,84.49560571925068,84.33104557415895,84.56225267197748
101,227,1,0,0,0,0,0,0,0,11,23,12,16,3,8,2,16,10,8,13,19,13,13,38,21,0.004405286343612335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048458149779735685,0.1013215859030837,0.05286343612334802,0.07048458149779736,0.013215859030837005,0.03524229074889868,0.00881057268722467,0.07048458149779736,0.04405286343612335,0.03524229074889868,0.05726872246696035,0.08370044052863436,0.05726872246696035,0.05726872246696035,0.16740088105726872,0.09251101321585904,0.2731277533039648,0.20704845814977973,0.5154185022026432,0.004405286343612335,2,199,1.1407035175879396,100.0,100.0,470.8337520938025,30,1.25,1.25,100.0,100.0,34,1.1333333333333333,1.1333333333333333,100.0,100.0,20,1.3333333333333333,1.3333333333333333,100.0,100.0,38,1.0857142857142856,1.0857142857142856,100.0,100.0,42,1.2,1.2,100.0,100.0,18,1.0,1.0,100.0,100.0,30,1.0344827586206895,1.0344827586206895,100.0,100.0,57,1.14,1.14,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,86.04112675476752,82.49521743635493,82.65869217177855,94.38012146099034,91.77747952770618,80.83709262611892,90.65281202336563,82.12812300167268,83.39947579015286
102,153,2,0,0,0,0,0,0,0,0,0,0,6,5,5,1,13,10,7,8,27,20,19,24,6,0.013071895424836602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0392156862745098,0.032679738562091505,0.032679738562091505,0.006535947712418301,0.08496732026143791,0.06535947712418301,0.0457516339869281,0.052287581699346414,0.17647058823529413,0.13071895424836602,0.12418300653594773,0.1568627450980392,0.0392156862745098,0.0392156862745098,0.2679738562091503,0.6797385620915033,0.013071895424836602,2,130,1.1769230769230772,63.1417,97.14107692307691,169.9053846153846,17,1.0625,1.3076923076923077,81.25,100.0,19,0.8636363636363636,1.0555555555555556,80.30318181818183,98.14833333333334,2,0.09523809523809523,1.0,9.523809523809524,100.0,1,0.03333333333333333,1.0,3.333333333333333,100.0,37,1.0571428571428572,1.1212121212121209,93.33342857142857,98.99,12,0.631578947368421,1.2,48.42105263157895,92.0,23,0.696969696969697,1.0454545454545454,62.87878787878788,94.3181818181818,57,1.1875,1.2391304347826086,93.055625,97.10152173913043,0.8125,0.8181818181818182,0.09523809523809523,0.03333333333333333,0.9428571428571428,0.5263157894736842,0.6666666666666666,0.9583333333333334,49.083710525482985,64.75432808762503,66.21740055834894,7.943624453384187,2.5823713130909374,74.65345063194486,46.62210906858289,52.869030693373354,77.0273693975137
103,232,8,0,0,0,0,0,0,0,0,3,1,4,4,3,1,0,7,7,11,26,64,37,34,22,0.03448275862068965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01293103448275862,0.004310344827586207,0.017241379310344827,0.017241379310344827,0.01293103448275862,0.004310344827586207,0.0,0.03017241379310345,0.03017241379310345,0.047413793103448267,0.11206896551724138,0.27586206896551724,0.15948275862068967,0.14655172413793102,0.09482758620689656,0.03448275862068965,0.09482758620689656,0.8362068965517242,0.03448275862068965,2,200,1.16,100.0,100.0,259.8628333333333,12,1.0,1.0,100.0,100.0,45,1.5,1.5,100.0,100.0,15,1.0714285714285714,1.0714285714285714,100.0,100.0,29,1.0,1.0,100.0,100.0,38,1.0857142857142856,1.0857142857142856,100.0,100.0,25,1.3888888888888888,1.3888888888888888,100.0,100.0,33,1.03125,1.03125,100.0,100.0,60,1.1320754716981132,1.1320754716981132,100.0,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85.04441463837065,82.29140373778381,84.06141512696037,90.12470438754734,88.71363112913455,81.77525876015213,84.49560571925068,84.33104557415895,84.56225267197748
