id,uploadSum,0to1,1to2,2to3,3to4,4to5,5to6,6to7,7to8,8to9,9to10,10to11,11to12,12to13,13to14,14to15,15to16,16to17,17to18,18to19,19to20,20to21,21to22,22to23,23to24,0to1rate,1to2rate,2to3rate,3to4rate,4to5rate,5to6rate,6to7rate,7to8rate,8to9rate,9to10rate,10to11rate,11to12rate,12to13rate,13to14rate,14to15rate,15to16rate,16to17rate,17to18rate,18to19rate,19to20rate,20to21rate,21to22rate,22to23rate,23to24rate
20,211,4,0,0,0,0,0,1,10,12,20,11,17,7,4,6,3,16,18,10,15,17,14,7,19,0.018957345971563982,0.0,0.0,0.0,0.0,0.0,0.004739336492890996,0.04739336492890995,0.05687203791469194,0.0947867298578199,0.052132701421800945,0.08056872037914692,0.03317535545023697,0.018957345971563982,0.02843601895734597,0.014218009478672985,0.07582938388625593,0.08530805687203792,0.04739336492890995,0.07109004739336493,0.08056872037914692,0.06635071090047394,0.03317535545023697,0.09004739336492891
21,92,0,0,0,0,0,0,0,0,0,0,2,2,1,0,5,5,8,6,10,3,11,17,11,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.021739130434782608,0.010869565217391304,0.0,0.05434782608695652,0.05434782608695652,0.08695652173913043,0.06521739130434782,0.10869565217391304,0.03260869565217391,0.11956521739130435,0.18478260869565216,0.11956521739130435,0.11956521739130435
22,180,0,0,0,0,0,0,0,0,0,3,17,24,6,14,5,7,15,11,19,15,16,0,18,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.09444444444444444,0.13333333333333333,0.03333333333333333,0.07777777777777778,0.027777777777777776,0.03888888888888889,0.08333333333333333,0.06111111111111111,0.10555555555555556,0.08333333333333333,0.08888888888888889,0.0,0.1,0.05555555555555555
23,363,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,72,35,18,180,37,4,0.005509641873278237,0.008264462809917356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011019283746556474,0.02203856749311295,0.19834710743801653,0.09641873278236915,0.049586776859504134,0.49586776859504134,0.10192837465564739,0.011019283746556474
24,37,0,0,0,0,0,0,0,0,4,4,2,7,3,0,0,0,0,4,1,0,0,3,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10810810810810811,0.10810810810810811,0.05405405405405406,0.1891891891891892,0.08108108108108109,0.0,0.0,0.0,0.0,0.10810810810810811,0.02702702702702703,0.0,0.0,0.08108108108108109,0.10810810810810811,0.13513513513513514
25,213,4,11,8,3,1,0,0,0,0,8,12,22,15,6,4,15,14,19,3,7,21,26,9,5,0.018779342723004695,0.051643192488262914,0.03755868544600939,0.014084507042253521,0.004694835680751174,0.0,0.0,0.0,0.0,0.03755868544600939,0.056338028169014086,0.10328638497652583,0.07042253521126761,0.028169014084507043,0.018779342723004695,0.07042253521126761,0.06572769953051644,0.0892018779342723,0.014084507042253521,0.03286384976525822,0.09859154929577464,0.12206572769953052,0.04225352112676056,0.023474178403755867
26,980,0,0,0,0,0,0,0,2,23,78,124,141,157,52,17,47,109,61,94,4,9,21,33,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020408163265306124,0.02346938775510204,0.07959183673469387,0.12653061224489795,0.14387755102040817,0.16020408163265307,0.053061224489795916,0.017346938775510204,0.04795918367346939,0.11122448979591837,0.06224489795918367,0.09591836734693877,0.004081632653061225,0.009183673469387756,0.02142857142857143,0.0336734693877551,0.00816326530612245
27,179,13,11,12,8,0,0,0,0,0,2,8,9,1,4,7,5,7,5,15,13,18,9,8,24,0.07262569832402235,0.061452513966480445,0.0670391061452514,0.0446927374301676,0.0,0.0,0.0,0.0,0.0,0.0111731843575419,0.0446927374301676,0.05027932960893855,0.00558659217877095,0.0223463687150838,0.03910614525139665,0.027932960893854747,0.03910614525139665,0.027932960893854747,0.08379888268156424,0.07262569832402235,0.1005586592178771,0.05027932960893855,0.0446927374301676,0.1340782122905028
29,506,0,0,0,0,0,0,0,34,22,64,92,48,2,1,5,10,8,11,4,5,12,100,59,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06719367588932806,0.043478260869565216,0.12648221343873517,0.18181818181818182,0.09486166007905138,0.003952569169960474,0.001976284584980237,0.009881422924901186,0.019762845849802372,0.015810276679841896,0.021739130434782608,0.007905138339920948,0.009881422924901186,0.023715415019762844,0.1976284584980237,0.116600790513834,0.05731225296442688
30,561,0,0,0,0,0,0,0,0,6,48,99,115,9,67,27,17,36,37,0,1,0,27,40,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0106951871657754,0.0855614973262032,0.17647058823529413,0.20499108734402852,0.016042780748663103,0.11942959001782531,0.0481283422459893,0.030303030303030304,0.06417112299465241,0.0659536541889483,0.0,0.0017825311942959,0.0,0.0481283422459893,0.07130124777183601,0.0570409982174688
31,225,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,67,27,64,14,1,47,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044444444444444444,0.008888888888888889,0.0044444444444444444,0.0,0.0,0.29777777777777775,0.12,0.28444444444444444,0.06222222222222222,0.0044444444444444444,0.2088888888888889,0.0044444444444444444
32,1034,0,0,0,0,0,0,0,2,29,33,9,73,0,123,91,111,7,14,7,36,32,141,32,294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019342359767891683,0.02804642166344294,0.031914893617021274,0.008704061895551257,0.07059961315280464,0.0,0.11895551257253385,0.08800773694390715,0.10735009671179883,0.006769825918762089,0.013539651837524178,0.006769825918762089,0.03481624758220503,0.030947775628626693,0.13636363636363635,0.030947775628626693,0.28433268858800775
33,108,0,0,0,0,0,0,0,0,1,0,11,8,8,0,7,6,4,14,10,4,9,12,8,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009259259259259259,0.0,0.10185185185185185,0.07407407407407407,0.07407407407407407,0.0,0.06481481481481481,0.05555555555555555,0.037037037037037035,0.12962962962962962,0.09259259259259259,0.037037037037037035,0.08333333333333333,0.1111111111111111,0.07407407407407407,0.05555555555555555
35,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,7,2,12,33,101,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029585798816568046,0.011834319526627219,0.011834319526627219,0.04142011834319527,0.011834319526627219,0.07100591715976332,0.1952662721893491,0.5976331360946746,0.01775147928994083,0.011834319526627219
36,283,0,0,0,0,0,0,0,0,2,8,37,27,3,4,15,25,20,17,2,5,29,68,20,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007067137809187279,0.028268551236749116,0.13074204946996468,0.09540636042402827,0.01060070671378092,0.014134275618374558,0.053003533568904596,0.08833922261484099,0.0706713780918728,0.06007067137809187,0.007067137809187279,0.0176678445229682,0.10247349823321555,0.24028268551236748,0.0706713780918728,0.0035335689045936395
37,213,9,6,13,7,14,6,7,7,5,10,18,8,1,2,3,1,4,6,6,28,25,8,7,12,0.04225352112676056,0.028169014084507043,0.06103286384976526,0.03286384976525822,0.06572769953051644,0.028169014084507043,0.03286384976525822,0.03286384976525822,0.023474178403755867,0.046948356807511735,0.08450704225352113,0.03755868544600939,0.004694835680751174,0.009389671361502348,0.014084507042253521,0.004694835680751174,0.018779342723004695,0.028169014084507043,0.028169014084507043,0.13145539906103287,0.11737089201877934,0.03755868544600939,0.03286384976525822,0.056338028169014086
38,222,10,24,0,0,0,0,0,0,0,0,0,10,10,4,18,18,5,0,34,33,46,4,2,4,0.04504504504504504,0.10810810810810811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04504504504504504,0.04504504504504504,0.018018018018018018,0.08108108108108109,0.08108108108108109,0.02252252252252252,0.0,0.15315315315315314,0.14864864864864866,0.2072072072072072,0.018018018018018018,0.009009009009009009,0.018018018018018018
39,233,1,0,0,0,0,0,0,2,5,13,9,7,8,6,10,13,16,17,18,8,27,33,23,17,0.004291845493562232,0.0,0.0,0.0,0.0,0.0,0.0,0.008583690987124463,0.02145922746781116,0.055793991416309016,0.03862660944206009,0.030042918454935622,0.034334763948497854,0.02575107296137339,0.04291845493562232,0.055793991416309016,0.06866952789699571,0.07296137339055794,0.07725321888412018,0.034334763948497854,0.11587982832618025,0.14163090128755365,0.09871244635193133,0.07296137339055794
40,208,0,0,0,0,0,0,0,0,2,12,18,15,5,9,10,13,17,14,6,13,29,29,15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009615384615384616,0.057692307692307696,0.08653846153846154,0.07211538461538461,0.02403846153846154,0.04326923076923077,0.04807692307692308,0.0625,0.08173076923076923,0.0673076923076923,0.028846153846153848,0.0625,0.13942307692307693,0.13942307692307693,0.07211538461538461,0.004807692307692308
41,226,9,7,0,0,0,0,0,0,0,14,17,17,18,21,4,0,0,8,18,5,9,29,31,19,0.03982300884955752,0.030973451327433628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061946902654867256,0.0752212389380531,0.0752212389380531,0.07964601769911504,0.09292035398230089,0.017699115044247787,0.0,0.0,0.035398230088495575,0.07964601769911504,0.022123893805309734,0.03982300884955752,0.12831858407079647,0.13716814159292035,0.084070796460177
42,256,13,11,7,0,0,0,0,0,0,2,8,10,2,8,7,14,11,28,16,27,35,40,12,5,0.05078125,0.04296875,0.02734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0078125,0.03125,0.0390625,0.0078125,0.03125,0.02734375,0.0546875,0.04296875,0.109375,0.0625,0.10546875,0.13671875,0.15625,0.046875,0.01953125
43,98,13,14,16,19,11,5,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,10,0,0.1326530612244898,0.14285714285714285,0.16326530612244897,0.19387755102040816,0.11224489795918367,0.05102040816326531,0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01020408163265306,0.01020408163265306,0.0,0.0,0.0,0.04081632653061224,0.10204081632653061,0.0
44,186,0,0,0,0,0,0,0,1,10,21,16,15,5,0,1,8,18,8,6,33,20,18,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005376344086021506,0.053763440860215055,0.11290322580645161,0.08602150537634409,0.08064516129032258,0.026881720430107527,0.0,0.005376344086021506,0.043010752688172046,0.0967741935483871,0.043010752688172046,0.03225806451612903,0.1774193548387097,0.10752688172043011,0.0967741935483871,0.026881720430107527,0.005376344086021506
45,242,0,0,0,0,0,0,0,0,1,12,33,37,15,30,6,12,12,26,18,24,15,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004132231404958678,0.049586776859504134,0.13636363636363635,0.15289256198347106,0.06198347107438017,0.12396694214876033,0.024793388429752067,0.049586776859504134,0.049586776859504134,0.10743801652892562,0.0743801652892562,0.09917355371900827,0.06198347107438017,0.004132231404958678,0.0,0.0
46,288,9,30,23,16,17,12,5,5,2,2,2,0,4,44,9,15,10,14,7,14,11,8,16,13,0.03125,0.10416666666666667,0.0798611111111111,0.05555555555555555,0.059027777777777776,0.041666666666666664,0.017361111111111112,0.017361111111111112,0.006944444444444444,0.006944444444444444,0.006944444444444444,0.0,0.013888888888888888,0.1527777777777778,0.03125,0.052083333333333336,0.034722222222222224,0.04861111111111111,0.024305555555555556,0.04861111111111111,0.03819444444444445,0.027777777777777776,0.05555555555555555,0.04513888888888889
47,22,3,0,1,0,0,0,0,0,0,1,0,6,1,0,1,2,1,0,0,1,2,0,0,3,0.13636363636363635,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.2727272727272727,0.045454545454545456,0.0,0.045454545454545456,0.09090909090909091,0.045454545454545456,0.0,0.0,0.045454545454545456,0.09090909090909091,0.0,0.0,0.13636363636363635
48,25,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,6,2,0,5,0,0,2,1,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.24,0.24,0.08,0.0,0.2,0.0,0.0,0.08,0.04
49,1203,0,0,0,0,0,0,0,0,23,34,66,134,48,74,73,37,39,96,52,90,83,73,198,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019118869492934332,0.02826267664172901,0.05486284289276808,0.1113881961762261,0.0399002493765586,0.06151288445552785,0.060681629260182876,0.030756442227763924,0.032418952618453865,0.0798004987531172,0.043225270157938485,0.07481296758104738,0.06899418121363259,0.060681629260182876,0.16458852867830423,0.06899418121363259
50,217,2,6,7,7,0,0,0,0,0,0,0,0,2,1,3,16,24,13,33,33,42,22,6,0,0.009216589861751152,0.027649769585253458,0.03225806451612903,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009216589861751152,0.004608294930875576,0.013824884792626729,0.07373271889400922,0.11059907834101383,0.059907834101382486,0.15207373271889402,0.15207373271889402,0.1935483870967742,0.10138248847926268,0.027649769585253458,0.0
51,210,26,0,0,0,0,0,0,0,0,0,14,14,5,2,1,10,21,12,26,13,14,21,22,9,0.12380952380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.023809523809523808,0.009523809523809525,0.004761904761904762,0.047619047619047616,0.1,0.05714285714285714,0.12380952380952381,0.06190476190476191,0.06666666666666667,0.1,0.10476190476190476,0.04285714285714286
52,236,32,14,11,0,0,0,0,0,0,0,3,7,7,1,6,9,28,25,16,3,8,25,23,18,0.13559322033898305,0.059322033898305086,0.046610169491525424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012711864406779662,0.029661016949152543,0.029661016949152543,0.00423728813559322,0.025423728813559324,0.038135593220338986,0.11864406779661017,0.1059322033898305,0.06779661016949153,0.012711864406779662,0.03389830508474576,0.1059322033898305,0.09745762711864407,0.07627118644067797
54,233,0,0,9,0,0,0,0,0,0,0,20,5,0,0,0,2,81,0,0,0,0,62,54,0,0.0,0.0,0.03862660944206009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08583690987124463,0.02145922746781116,0.0,0.0,0.0,0.008583690987124463,0.34763948497854075,0.0,0.0,0.0,0.0,0.26609442060085836,0.2317596566523605,0.0
55,445,2,0,0,0,0,0,0,0,10,16,35,40,16,2,10,34,19,33,2,28,39,60,48,51,0.0044943820224719105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02247191011235955,0.035955056179775284,0.07865168539325842,0.0898876404494382,0.035955056179775284,0.0044943820224719105,0.02247191011235955,0.07640449438202247,0.04269662921348315,0.07415730337078652,0.0044943820224719105,0.06292134831460675,0.08764044943820225,0.1348314606741573,0.10786516853932585,0.1146067415730337
57,28,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,1,0,2,5,3,3,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.07142857142857142,0.0,0.10714285714285714,0.03571428571428571,0.0,0.07142857142857142,0.17857142857142858,0.10714285714285714,0.10714285714285714,0.21428571428571427,0.07142857142857142
58,220,0,0,0,0,0,0,0,0,1,0,12,29,21,38,50,29,16,3,4,2,9,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004545454545454545,0.0,0.05454545454545454,0.1318181818181818,0.09545454545454546,0.17272727272727273,0.22727272727272727,0.1318181818181818,0.07272727272727272,0.013636363636363636,0.01818181818181818,0.00909090909090909,0.04090909090909091,0.02727272727272727,0.0,0.0
59,959,0,0,0,0,0,0,0,0,14,146,158,72,0,0,81,108,57,36,38,57,31,40,91,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014598540145985401,0.15224191866527634,0.16475495307612095,0.07507820646506778,0.0,0.0,0.08446298227320125,0.11261730969760167,0.05943691345151199,0.03753910323253389,0.03962460896767466,0.05943691345151199,0.03232533889468196,0.04171011470281543,0.0948905109489051,0.03128258602711158
60,270,0,0,0,0,0,0,0,0,4,4,27,17,5,7,17,11,20,41,52,27,25,5,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014814814814814815,0.014814814814814815,0.1,0.06296296296296296,0.018518518518518517,0.025925925925925925,0.06296296296296296,0.040740740740740744,0.07407407407407407,0.15185185185185185,0.1925925925925926,0.1,0.09259259259259259,0.018518518518518517,0.011111111111111112,0.018518518518518517
61,244,0,0,0,0,0,0,0,1,0,44,23,23,3,14,21,30,16,23,0,5,18,20,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004098360655737705,0.0,0.18032786885245902,0.0942622950819672,0.0942622950819672,0.012295081967213115,0.05737704918032787,0.0860655737704918,0.12295081967213115,0.06557377049180328,0.0942622950819672,0.0,0.020491803278688523,0.07377049180327869,0.08196721311475409,0.012295081967213115,0.0
62,453,0,6,27,0,0,0,0,0,7,38,32,40,9,9,14,40,28,38,26,4,44,38,28,25,0.0,0.013245033112582781,0.059602649006622516,0.0,0.0,0.0,0.0,0.0,0.01545253863134658,0.08388520971302428,0.0706401766004415,0.08830022075055188,0.019867549668874173,0.019867549668874173,0.03090507726269316,0.08830022075055188,0.06181015452538632,0.08388520971302428,0.05739514348785872,0.008830022075055188,0.09713024282560706,0.08388520971302428,0.06181015452538632,0.05518763796909492
63,245,2,0,0,0,0,0,0,0,6,11,15,21,7,14,17,21,23,18,11,20,36,21,1,1,0.00816326530612245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024489795918367346,0.044897959183673466,0.061224489795918366,0.08571428571428572,0.02857142857142857,0.05714285714285714,0.06938775510204082,0.08571428571428572,0.09387755102040816,0.07346938775510205,0.044897959183673466,0.08163265306122448,0.1469387755102041,0.08571428571428572,0.004081632653061225,0.004081632653061225
64,337,0,0,0,0,0,0,0,0,28,34,23,17,11,38,43,29,46,18,3,10,8,11,12,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0830860534124629,0.10089020771513353,0.06824925816023739,0.050445103857566766,0.032640949554896145,0.11275964391691394,0.12759643916913946,0.08605341246290801,0.13649851632047477,0.05341246290801187,0.008902077151335312,0.02967359050445104,0.02373887240356083,0.032640949554896145,0.03560830860534125,0.017804154302670624
65,603,25,6,0,0,0,0,0,0,0,0,14,40,42,27,33,21,54,92,54,27,19,25,53,71,0.04145936981757877,0.009950248756218905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02321724709784411,0.06633499170812604,0.06965174129353234,0.04477611940298507,0.05472636815920398,0.03482587064676617,0.08955223880597014,0.15257048092868988,0.08955223880597014,0.04477611940298507,0.03150912106135987,0.04145936981757877,0.087893864013267,0.11774461028192372
66,215,0,0,0,0,0,0,0,0,0,0,1,14,7,16,17,19,34,21,24,19,29,7,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004651162790697674,0.06511627906976744,0.03255813953488372,0.07441860465116279,0.07906976744186046,0.08837209302325581,0.15813953488372093,0.09767441860465116,0.11162790697674418,0.08837209302325581,0.13488372093023257,0.03255813953488372,0.027906976744186046,0.004651162790697674
67,1035,0,0,0,0,0,0,0,0,0,7,20,36,63,102,120,98,117,158,63,91,35,88,37,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00676328502415459,0.01932367149758454,0.034782608695652174,0.06086956521739131,0.09855072463768116,0.11594202898550725,0.09468599033816426,0.11304347826086956,0.15265700483091788,0.06086956521739131,0.08792270531400966,0.033816425120772944,0.08502415458937199,0.035748792270531404,0.0
68,254,0,2,0,0,0,0,1,0,2,18,33,20,4,11,9,27,18,23,8,24,25,20,8,1,0.0,0.007874015748031496,0.0,0.0,0.0,0.0,0.003937007874015748,0.0,0.007874015748031496,0.07086614173228346,0.12992125984251968,0.07874015748031496,0.015748031496062992,0.04330708661417323,0.03543307086614173,0.1062992125984252,0.07086614173228346,0.09055118110236221,0.031496062992125984,0.09448818897637795,0.0984251968503937,0.07874015748031496,0.031496062992125984,0.003937007874015748
69,218,0,0,11,1,0,0,0,0,0,3,4,19,9,15,29,40,39,16,11,3,4,5,6,3,0.0,0.0,0.05045871559633028,0.0045871559633027525,0.0,0.0,0.0,0.0,0.0,0.013761467889908258,0.01834862385321101,0.0871559633027523,0.04128440366972477,0.06880733944954129,0.13302752293577982,0.1834862385321101,0.17889908256880735,0.07339449541284404,0.05045871559633028,0.013761467889908258,0.01834862385321101,0.022935779816513763,0.027522935779816515,0.013761467889908258
70,206,0,0,0,0,0,0,0,0,4,4,9,4,8,7,16,14,24,21,22,42,26,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019417475728155338,0.019417475728155338,0.043689320388349516,0.019417475728155338,0.038834951456310676,0.03398058252427184,0.07766990291262135,0.06796116504854369,0.11650485436893204,0.10194174757281553,0.10679611650485436,0.20388349514563106,0.1262135922330097,0.019417475728155338,0.0048543689320388345,0.0
71,208,0,0,0,0,0,0,0,0,0,3,5,4,11,16,14,17,18,14,13,20,9,9,29,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014423076923076924,0.02403846153846154,0.019230769230769232,0.052884615384615384,0.07692307692307693,0.0673076923076923,0.08173076923076923,0.08653846153846154,0.0673076923076923,0.0625,0.09615384615384616,0.04326923076923077,0.04326923076923077,0.13942307692307693,0.125
72,208,0,0,0,0,0,0,0,0,0,7,28,26,11,9,27,33,36,17,0,6,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03365384615384615,0.1346153846153846,0.125,0.052884615384615384,0.04326923076923077,0.12980769230769232,0.15865384615384615,0.17307692307692307,0.08173076923076923,0.0,0.028846153846153848,0.038461538461538464,0.0,0.0,0.0
